# Planet Labs 18 SPCS Matching Report v1
# Available publicly at: http://ephemerides.planet-labs.com/18SPCS_matches_v1.txt
# Epoch: 2022-01-25T23:17:45Z
#
# Planet Labs ranging and GPS data always positively identifies the satellite
# RMS error < 5 km implies a 'good' match.
# hist: from historical match in absence of present match
#
# Column descriptions:
# * hw_id - Planet hardware ID of satellite.
# * planet_name - Planet's internal name of the satellite.
# * 18spcs_name - The name the 18th SPCS uses for the satellite.
# * catid - The ID of the satellite in the 18th SPCS catalog.
# * rms_km - The RMS error of the best TLE matches for this satellite.Up to 3 best matches are represented, each one separated by a '/'.
# * matches - The IDs of the best TLE matches for this satellite. Up to 3 best matches are represented, each one separated by a '/'.
# * correct_name - Flag identifying whether any of the TLE matches have the name we would expect for this satellite. Up to 3 best matches are represented, each one separated by a '/'.
# * catalogued - has the satellite been officially catalogued in the 18th SPCS cagolog?
# * catid_9digit - Temporary 9-digit catalog ID assigned by 18th SPCS for LEOP.
# * catid_supplemental - catalog-ID used by Celestrak published Supplemental TLEs during LEOP
#
# hw_id    planet_name       18spcs_name    catid    rms_km               matches            correct_name       catalogued    catid_9digit    catid_supplemental
2428       Flock 4s-2 2428   FLOCK 4S 2     47498    0.882/43.557         47498/47446        True/False         True          -               -
2429       Flock 4s-37 2429  FLOCK 4S 37    47522    1.464                47522              True               True          -               -
242a       Flock 4s-35 242a  FLOCK 4S 35    47473    1.077/45.607         47473/47543        True/False         True          -               -
242b       Flock 4s-4 242b   FLOCK 4S 4     47491    1.153                47491              True               True          -               -
242d       Flock 4s-19 242d  FLOCK 4S 19    47500    0.757                47500              True               True          -               -
242f       Flock 4s-15 242f  FLOCK 4S 15    47521    0.834                47521              True               True          -               -
2430       Flock 4s-42 2430  FLOCK 4S 42    47612    1.2/36.788           47612/47445        True/False         True          -               -
2431       Flock 4s-24 2431  FLOCK 4S 24    47539    0.295                47539              True               True          -               -
2432       Flock 4s-17 2432  FLOCK 4S 17    47492    0.679                47492              True               True          -               -
2433       Flock 4s-3 2433   FLOCK 4S 3     47494    1.669                47494              True               True          -               -
2434       Flock 4s-16 2434  FLOCK 4S 16    47516    0.664                47516              True               True          -               -
2435       Flock 4s-43 2435  FLOCK 4S 43    47687    0.77                 47687              True               True          -               -
2436       Flock 4s-1 2436   FLOCK 4S 1     47543    1.995/37.151         47543/47473        True/False         True          -               -
2438       Flock 4x-8 2438   FLOCK 4X 8     50992    7.073/7.563/26.067   50992/50996/50997  True/False/False   True          -               -
2439       Flock 4s-20 2439  FLOCK 4S 20    47540    0.598/43.369         47540/47475        True/False         True          -               -
2440       Flock 4s-44 2440  FLOCK 4S 44    47686    0.799                47686              True               True          -               -
2441       Flock 4ep-9 2441  FLOCK 4EP 9    46815    1.028                46815              True               True          -               -
2442       Flock 4s-45 2442  FLOCK 4S 45    47688    1.567                47688              True               True          -               -
2444       Flock 4s-46 2444  FLOCK 4S 46    47684    0.854                47684              True               True          -               -
2445       Flock 4s-11 2445  FLOCK 4S 11    47462    0.833                47462              True               True          -               -
2446       Flock 4x-36 2446  FLOCK 4X 36    51039    1.048/13.06/17.63    51039/51038/51064  True/False/False   True          -               -
2447       Flock 4s-9 2447   FLOCK 4S 9     47478    1.113                47478              True               True          -               -
2448       Flock 4s-25 2448  FLOCK 4S 25    47542    0.741                47542              True               True          -               -
2449       Flock 4s-10 2449  FLOCK 4S 10    47523    0.721                47523              True               True          -               -
2450       Flock 4s-8 2450   FLOCK 4S 8     47474    1.075                47474              True               True          -               -
2451       Flock 4s-7 2451   FLOCK 4S 7     47527    1.164                47527              True               True          -               -
2453       Flock 4s-13 2453  FLOCK 4S 13    47472    0.525                47472              True               True          -               -
2455       Flock 4s-6 2455   FLOCK 4S 6     47518    0.527                47518              True               True          -               -
2456       Flock 4s-47 2456  FLOCK 4S 47    47685    1.436                47685              True               True          -               -
2457       Flock 4s-27 2457  FLOCK 4S 27    47495    0.642                47495              True               True          -               -
2458       Flock 4s-39 2458  FLOCK 4S 39    47490    0.744                47490              True               True          -               -
2459       Flock 4s-30 2459  FLOCK 4S 30    47544    0.875                47544              True               True          -               -
245a       Flock 4s-32 245a  FLOCK 4S 32    47479    0.635                47479              True               True          -               -
245c       Flock 4s-21 245c  FLOCK 4S 21    47456    0.913/15.432         47456/47485        True/False         True          -               -
245d       Flock 4s-23 245d  FLOCK 4S 23    47545    0.457                47545              True               True          -               -
245e       Flock 4s-38 245e  FLOCK 4S 38    47512    hist                 47512              True               True          -               -
245f       Flock 4s-26 245f  FLOCK 4S 26    47497    1.015                47497              True               True          -               -
2460       Flock 4s-28 2460  FLOCK 4S 28    47514    1.265                47514              True               True          -               -
2461       Flock 4x-35 2461  FLOCK 4X 35    51048    0.85/11.222/29.14    51048/51047/51046  True/False/False   True          -               -
2462       Flock 4s-40 2462  FLOCK 4S 40    47499    1.599                47499              True               True          -               -
2463       Flock 4s-29 2463  FLOCK 4S 29    47520    6.951                47520              True               True          -               -
2464       Flock 4s-34 2464  FLOCK 4S 34    47477    1.179                47477              True               True          -               -
2465       Flock 4s-48 2465  FLOCK 4S 48    47617    0.58                 47617              True               True          -               -
2470       Flock 4x-6 2470   FLOCK 4X 6     51043    1.575/5.699/9.812    51043/51044/51041  True/False/False   True          -               -
2473       Flock 4x-1 2473   FLOCK 4X 1     51017    0.596/6.59/23.921    51017/51018/51016  True/False/False   True          -               -
2474       Flock 4x-27 2474  FLOCK 4X 27    51012    1.73/21.094/29.335   51012/51011/51016  True/False/False   True          -               -
2475       Flock 4x-39 2475  FLOCK 4X 39    51029    0.557/49.567         51029/51028        True/False         True          -               -
2477       Flock 4x-2 2477   FLOCK 4X 2     50996    0.334/1.951/21.611   50996/50992/50997  True/False/False   True          -               -
2478       Flock 4x-7 2478   FLOCK 4X 7     51065    0.654/30.923/31.512  51065/51066/51047  True/False/False   True          -               -
2479       Flock 4x-22 2479  FLOCK 4X 22    51003    0.751/9.837/16.007   51003/51002/51004  True/False/False   True          -               -
247a       Flock 4x-17 247a  FLOCK 4X 17    51035    0.721/5/38.48        51035/51036/51052  True/False/False   True          -               -
247b       Flock 4x-44 247b  FLOCK 4X 44    50994    0.601/9.599/36.782   50994/51070/51037  True/False/False   True          -               -
247c       Flock 4x-5 247c   FLOCK 4X 5     51004    0.695/20.681/25.555  51004/51003/51005  True/False/False   True          -               -
247d       Flock 4x-34 247d  FLOCK 4X 34    51042    0.606/2.139/15.34    51042/51041/51043  True/False/False   True          -               -
247e       Flock 4x-19 247e  FLOCK 4X 19    51046    0.57/29.08/34.458    51046/51048/51045  True/False/False   True          -               -
247f       Flock 4x-29 247f  FLOCK 4X 29    51011    0.432/16.43/30.132   51011/51010/51012  True/False/False   True          -               -
2480       Flock 4x-42 2480  FLOCK 4X 42    51018    0.587/8.613/19.476   51018/51017/51016  True/False/False   True          -               -
2481       Flock 4x-37 2481  OBJECT AB      -        0.975/4.752/13.66    51009/51034/51007  False/False/False  False         799600335       70343
2482       Flock 4x-3 2482   OBJECT Y       -        0.657/16.911/39.237  51006/51007/51009  False/False/False  False         799600336       70358
2483       Flock 4x-4 2483   FLOCK 4X 4     51064    0.81/31.573/32.147   51064/51066/51039  True/False/False   True          -               -
2484       Flock 4x-16 2484  FLOCK 4X 16    51020    0.747/7.011/14.326   51020/51023/51024  True/False/False   True          -               -
2485       Flock 4x-21 2485  OBJECT BJ      -        1.041/14.011/20.677  51040/51044/51043  False/False/False  False         799600339       70373
2486       Flock 4x-43 2486  FLOCK 4X 43    51027    0.547/18.557/30.87   51027/51025/51026  True/False/False   True          -               -
2488       Flock 4x-41 2488  FLOCK 4X 41    51005    0.892/12.025/17.211  51005/51004/51006  True/False/False   True          -               -
2489       Flock 4x-14 2489  FLOCK 4X 14    51066    0.93/18.409/33.847   51066/51064/51065  True/False/False   True          -               -
248b       Flock 4x-24 248b  FLOCK 4X 24    51056    0.499/3.187/29.911   51056/51055/51052  True/False/False   True          -               -
248c       Flock 4x-9 248c   FLOCK 4X 9     51047    0.476/28.071/31.846  51047/51048/51065  True/False/False   True          -               -
248e       Flock 4x-40 248e  FLOCK 4X 40    51052    0.511/34.255/37.68   51052/51055/51056  True/False/False   True          -               -
248f       Flock 4x-38 248f  FLOCK 4X 38    51023    0.624/6.364/8.624    51023/51020/51024  True/False/False   True          -               -
2490       Flock 4x-26 2490  FLOCK 4X 26    51026    0.923/28.22          51026/51027        True/False         True          -               -
2492       Flock 4x-15 2492  FLOCK 4X 15    51010    0.466/15.782/45.13   51010/51011/51012  True/False/False   True          -               -
2495       Flock 4x-20 2495  FLOCK 4X 20    50997    0.735/21.469/23.614  50997/50996/50992  True/False/False   True          -               -
2496       Flock 4x-33 2496  FLOCK 4X 33    51055    1.194/2.031/31.783   51055/51056/51052  True/False/False   True          -               -
2498       Flock 4x-12 2498  FLOCK 4X 12    51015    0.963/4.388/16.629   51015/51016/51018  True/False/False   True          -               -
2499       Flock 4x-31 2499  FLOCK 4X 31    51041    0.595/1.845/14.961   51041/51042/51043  True/False/False   True          -               -
249a       Flock 4x-10 249a  OBJECT BF      -        0.696/23.17/34.093   51037/51070/50994  False/False/False  False         799600353       70329
249b       Flock 4x-11 249b  FLOCK 4X 11    51049    0.885                51049              True               True          -               -
249c       Flock 4x-13 249c  FLOCK 4X 13    51028    0.814/16.958/27.483  51028/51025/51019  True/False/False   True          -               -
249d       Flock 4x-18 249d  FLOCK 4X 18    51007    1.295/10.971/15.921  51007/51006/51009  True/False/False   True          -               -
249e       Flock 4x-32 249e  FLOCK 4X 32    51024    0.86/6.635/13.57     51024/51023/51020  True/False/False   True          -               -
24a2       Flock 4x-23 24a2  FLOCK 4X 23    51034    1.271/7.139/27.097   51034/51009/51007  True/False/False   True          -               -
24a3       Flock 4x-25 24a3  FLOCK 4X 25    51016    0.444/4.197/17.062   51016/51015/51018  True/False/False   True          -               -
24a4       Flock 4x-30 24a4  FLOCK 4X 30    51000    0.408/43.767/47.449  51000/50998/50999  True/False/False   True          -               -
24a5       Flock 4x-28 24a5  FLOCK 4X 28    51045    0.725/43.17          51045/51046        True/False         True          -               -
s1         SkySat-A          SKYSAT 1       39418    0.402                39418              False              True          -               -
s103       SkySat-C3         SKYSAT C3      41774    0.465                41774              True               True          -               -
s104       SkySat-C4         SKYSAT C4      41771    0.471                41771              True               True          -               -
s105       SkySat-C5         SKYSAT C5      41772    0.403                41772              True               True          -               -
s106       SkySat-C6         SKYSAT C6      42992    0.468                42992              True               True          -               -
s107       SkySat-C7         SKYSAT C7      42991    0.427                42991              True               True          -               -
s108       SkySat-C8         SKYSAT C8      42990    0.439                42990              True               True          -               -
s109       SkySat-C9         SKYSAT C9      42989    0.395                42989              True               True          -               -
s110       SkySat-C10        SKYSAT C10     42988    0.388                42988              True               True          -               -
s111       SkySat-C11        SKYSAT C11     42987    0.436                42987              True               True          -               -
s112       SkySat-C12        SKYSAT C12     43797    0.403                43797              True               True          -               -
s113       SkySat-C13        SKYSAT C13     43802    0.396                43802              True               True          -               -
s114       SkySat-C14        SKYSAT C14     45788    0.64                 45788              True               True          -               -
s115       SkySat-C15        SKYSAT C15     45790    0.576                45790              True               True          -               -
s116       SkySat-C16        SKYSAT C16     45789    1.122                45789              True               True          -               -
s117       SkySat-C17        SKYSAT C17     46179    1.487                46179              True               True          -               -
s118       SkySat-C18        SKYSAT C18     46180    10.047               46180              True               True          -               -
s119       SkySat-C19        SKYSAT C19     46235    0.979                46235              True               True          -               -
s2         SkySat-B          SKYSAT 2       40072    0.399                40072              False              True          -               -
s3         SkySat-C1         SKYSAT C1      41601    0.457                41601              True               True          -               -
s4         SkySat-C2         SKYSAT C2      41773    0.442                41773              True               True          -               -
